KEEN7.GPK
2412
*-----------------------------*
STANDL.ART  , 99
WALKL1.ART  , 99
WALKL2.ART  , 99
WALKL3.ART  , 99
WALKL4.ART  , 99
STANDR.ART  , 99
WALKR1.ART  , 99
WALKR2.ART  , 99
WALKR3.ART  , 99
WALKR4.ART  , 99
JUMPL1.ART  , 99
JUMPL2.ART  , 99
JUMPL3.ART  , 99
JUMPR1.ART  , 99
JUMPR2.ART  , 99
JUMPR3.ART  , 99
DIE1.ART    , 99
BLANK.ART   , 99
*-----------------------------*
POLEL1.ART  , 99
POLEL2.ART  , 99
POLEL3.ART  , 99
POLER1.ART  , 99
POLER2.ART  , 99
POLER3.ART  , 99
LOOKUP.ART  , 99
LKDOWN1.ART , 99
LKDOWN2.ART , 99
SHOOTL.ART  , 99
SHOOTR.ART  , 99
SHOOTU.ART  , 99
SHOOTJL.ART , 99
SHOOTJR.ART , 99
SHOOTJU.ART , 99
SHOOTJD.ART , 99
SWTCHING.ART, 99
BLANK.ART   , 99
*-----------------------------*
BORED1.ART  , 99
BORED2.ART  , 99
BORED3.ART  , 99
BORED4.ART  , 99
BORED5.ART  , 99
BORED6.ART  , 99
BORED7.ART  , 99
BORED8.ART  , 99
BORED9.ART  , 99
BORED10.ART , 99
BORED11.ART , 99
BORED12.ART , 99
BORED13.ART , 99
DOORWLK1.ART, 99
DOORWLK2.ART, 99
DOORWLK3.ART, 99
DOORWLK4.ART, 99
DOORWLK5.ART, 99
*-----------------------------*
SHOOTPL.ART , 99
SHOOTPUL.ART, 99
SHOOTPDL.ART, 99
SHOOTPR.ART , 99
SHOOTPUR.ART, 99
SHOOTPDR.ART, 99
POLED1.ART  , 99
POLED2.ART  , 99
POLED3.ART  , 99
POLED4.ART  , 99
POGOLG.ART  , 99
POGOLA.ART  , 99
POGORG.ART  , 99
POGORA.ART  , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
*-----------------------------*
LEDGEL1.ART , 99
LEDGEL2.ART , 99
LEDGEL3.ART , 99
LEDGEL4.ART , 99
LEDGEL5.ART , 99
LEDGER1.ART , 99
LEDGER2.ART , 99
LEDGER3.ART , 99
LEDGER4.ART , 99
LEDGER5.ART , 99
MENU.ART    , 99
SAVEMENU.ART, 99
LOADMENU.ART, 99
OPTSMENU.ART, 99
DROPDOWN.ART, 99
PAUSED.ART  , 99
TITLE.ART   , 99
LOADING.ART , 99
*-----------------------------*
BLANK.ART   , 99
EARTH5.ART  , 0 , 1 , 0
BLANK.ART   , 99
BLANK.ART   , 99
EARTH8.ART  , 0 , 0 , 0
EARTH9.ART  , 0 , 1 , 0
EARTH10.ART , 0 , 1 , 0
BLANK.ART   , 99
EARTH12.ART , 1 , 0 , 0
EARTH13.ART , 0 , 0 , 0
EARTH14.ART , 0 , 0 , 0
EARTH15.ART , 0 , 0 , 0
BLANK.ART   , 99
EARTH17.ART , 0 , 0 , 0
EARTH18.ART , 0 , 0 , 0
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
*-----------------------------*
EARTH19.ART , 0 , 0 , 0
EARTH20.ART , 0 , 0 , 0
EARTH21.ART , 0 , 0 , 0
EARTH22.ART , 0 , 0 , 0
EARTH23.ART , 1 , 0 , 0
EARTH24.ART , 1 , 0 , 0
EARTH25.ART , 1 , 0 , 0
EARTH26.ART , 0 , 0 , 0
EARTH27.ART , 1 , 0 , 0
EARTH28.ART , 1 , 0 , 0
EARTH29.ART , 1 , 0 , 0
BLANK.ART   , 99
EARTH31.ART , 9 , 1 , 0
EARTH32.ART , 0 , 1 , 0
EARTH48.ART , 0 , 1 , 0
EARTH49.ART , 0 , 1 , 0
EARTH50.ART , 0 , 1 , 0
BLANK.ART   , 99
*-----------------------------*
EARTH34.ART , 0 , 0 , 0
EARTH35.ART , 0 , 0 , 0
EARTH36.ART , 0 , 0 , 0
EARTH37.ART , 1 , 0 , 0
EARTH38.ART , 1 , 0 , 0
EARTH39.ART , 1 , 0 , 0
EARTH40.ART , 1 , 0 , 0
EARTH41.ART , 1 , 0 , 0
EARTH42.ART , 1 , 0 , 0
EARTH43.ART , 1 , 0 , 0
EARTH44.ART , 0 , 1 , 0
EARTH45.ART , 6 , 1 , 0
EARTH46.ART , 0 , 1 , 0
EARTH47.ART , 0 , 1 , 0
EARTH51.ART , 6 , 1 , 0
EARTH52.ART , 6 , 1 , 0
EARTH53.ART , 6 , 1 , 0
BLANK.ART   , 99
*-----------------------------*
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
BLANK.ART   , 99
*-----------------------------*
FRST0101.ART, 0 , 0 , 0
FRST0201.ART, 0 , 0 , 0
FRST0301.ART, 0 , 0 , 0
FRST0401.ART, 0 , 0 , 0
FRST0501.ART, 0 , 0 , 0
FRST0601.ART, 0 , 0 , 0
FRST0701.ART, 0 , 0 , 0
FRST0801.ART, 0 , 0 , 0
FRST0901.ART, 0 , 0 , 0
FRST1001.ART, 0 , 0 , 0
FRST1101.ART, 0 , 0 , 0
FRST1201.ART, 0 , 0 , 0
FRST1301.ART, 0 , 0 , 0
FRST1401.ART, 0 , 0 , 0
FRST1501.ART, 0 , 0 , 0
FRST1601.ART, 0 , 0 , 0
FRST1701.ART, 0 , 0 , 0
FRST1801.ART, 0 , 0 , 0
*-----------------------------*
FRST0102.ART, 0 , 0 , 0
FRST0202.ART, 0 , 0 , 0
FRST0302.ART, 0 , 0 , 0
FRST0402.ART, 0 , 0 , 0
FRST0502.ART, 0 , 0 , 0
FRST0602.ART, 0 , 0 , 0
FRST0702.ART, 0 , 0 , 0
FRST0802.ART, 0 , 0 , 0
FRST0902.ART, 0 , 0 , 0
FRST1002.ART, 0 , 0 , 0
FRST1102.ART, 0 , 0 , 0
FRST1202.ART, 0 , 0 , 0
FRST1302.ART, 0 , 0 , 0
FRST1402.ART, 0 , 0 , 0
FRST1502.ART, 0 , 0 , 0
FRST1602.ART, 0 , 0 , 0
FRST1702.ART, 0 , 0 , 0
FRST1802.ART, 0 , 0 , 0
*-----------------------------*
FRST0103.ART, 0 , 0 , 0
FRST0203.ART, 0 , 0 , 0
FRST0303.ART, 0 , 0 , 0
FRST0403.ART, 0 , 0 , 0
FRST0503.ART, 0 , 0 , 0
FRST0603.ART, 0 , 0 , 0
FRST0703.ART, 0 , 0 , 0
FRST0803.ART, 0 , 0 , 0
FRST0903.ART, 0 , 0 , 0
FRST1003.ART, 0 , 0 , 0
FRST1103.ART, 0 , 0 , 0
FRST1203.ART, 0 , 0 , 0
FRST1303.ART, 0 , 0 , 0
FRST1403.ART, 0 , 0 , 0
FRST1503.ART, 0 , 0 , 0
FRST1603.ART, 0 , 0 , 0
FRST1703.ART, 0 , 0 , 0
FRST1803.ART, 0 , 0 , 0
*-----------------------------*
FRST0104.ART, 0 , 0 , 0
FRST0204.ART, 0 , 0 , 0
FRST0304.ART, 0 , 0 , 0
FRST0404.ART, 0 , 0 , 0
FRST0504.ART, 0 , 0 , 0
FRST0604.ART, 0 , 0 , 0
FRST0704.ART, 0 , 0 , 0
FRST0804.ART, 0 , 0 , 0
FRST0904.ART, 0 , 0 , 0
FRST1004.ART, 0 , 0 , 0
FRST1104.ART, 0 , 0 , 0
FRST1204.ART, 0 , 0 , 0
FRST1304.ART, 0 , 0 , 0
FRST1404.ART, 0 , 0 , 0
FRST1504.ART, 0 , 0 , 0
FRST1604.ART, 0 , 0 , 0
FRST1704.ART, 0 , 0 , 0
FRST1804.ART, 0 , 0 , 0
*-----------------------------*
FRST0105.ART, 0 , 0 , 0
FRST0205.ART, 0 , 0 , 0
FRST0305.ART, 0 , 0 , 0
FRST0405.ART, 0 , 0 , 0
FRST0505.ART, 0 , 0 , 0
FRST0605.ART, 0 , 0 , 0
FRST0705.ART, 0 , 0 , 0
FRST0805.ART, 0 , 0 , 0
FRST0905.ART, 0 , 0 , 0
FRST1005.ART, 0 , 0 , 0
FRST1105.ART, 0 , 0 , 0
FRST1205.ART, 0 , 0 , 0
FRST1305.ART, 0 , 0 , 0
FRST1405.ART, 0 , 0 , 0
FRST1505.ART, 0 , 0 , 0
FRST1605.ART, 0 , 0 , 0
FRST1705.ART, 0 , 0 , 0
FRST1805.ART, 0 , 0 , 0
*-----------------------------*
FRST0106.ART, 0 , 0 , 0
FRST0206.ART, 0 , 0 , 0
FRST0306.ART, 0 , 0 , 0
FRST0406.ART, 0 , 0 , 0
FRST0506.ART, 0 , 0 , 0
FRST0606.ART, 0 , 0 , 0
FRST0706.ART, 0 , 0 , 0
FRST0806.ART, 0 , 0 , 0
FRST0906.ART, 0 , 0 , 0
FRST1006.ART, 0 , 0 , 0
FRST1106.ART, 0 , 0 , 0
FRST1206.ART, 0 , 0 , 0
FRST1306.ART, 0 , 0 , 0
FRST1406.ART, 0 , 0 , 0
FRST1506.ART, 0 , 0 , 0
FRST1606.ART, 0 , 0 , 0
FRST1706.ART, 0 , 0 , 0
FRST1806.ART, 0 , 0 , 0
*-----------------------------*
FRST0107.ART, 0 , 0 , 0
FRST0207.ART, 0 , 0 , 0
FRST0307.ART, 0 , 0 , 0
FRST0407.ART, 0 , 0 , 0
FRST0507.ART, 0 , 0 , 0
FRST0607.ART, 0 , 0 , 0
FRST0707.ART, 0 , 0 , 0
FRST0807.ART, 0 , 0 , 0
FRST0907.ART, 0 , 0 , 0
FRST1007.ART, 0 , 0 , 0
FRST1107.ART, 0 , 0 , 0
FRST1207.ART, 0 , 0 , 0
FRST1307.ART, 0 , 0 , 0
FRST1407.ART, 0 , 0 , 0
FRST1507.ART, 0 , 0 , 0
FRST1607.ART, 0 , 0 , 0
FRST1707.ART, 0 , 0 , 0
FRST1807.ART, 0 , 0 , 0
*-----------------------------*
FRST0108.ART, 0 , 0 , 0
FRST0208.ART, 0 , 0 , 0
FRST0308.ART, 0 , 0 , 0
FRST0408.ART, 0 , 0 , 0
FRST0508.ART, 0 , 0 , 0
FRST0608.ART, 0 , 0 , 0
FRST0708.ART, 0 , 0 , 0
FRST0808.ART, 0 , 0 , 0
FRST0908.ART, 0 , 0 , 0
FRST1008.ART, 0 , 0 , 0
FRST1108.ART, 0 , 0 , 0
FRST1208.ART, 0 , 0 , 0
FRST1308.ART, 0 , 0 , 0
FRST1408.ART, 0 , 0 , 0
FRST1508.ART, 0 , 0 , 0
FRST1608.ART, 0 , 0 , 0
FRST1708.ART, 0 , 0 , 0
FRST1808.ART, 0 , 0 , 0
*-----------------------------*
FRST0109.ART, 0 , 0 , 0
FRST0209.ART, 0 , 0 , 0
FRST0309.ART, 0 , 0 , 0
FRST0409.ART, 0 , 0 , 0
FRST0509.ART, 0 , 0 , 0
FRST0609.ART, 0 , 0 , 0
FRST0709.ART, 0 , 0 , 0
FRST0809.ART, 0 , 0 , 0
FRST0909.ART, 0 , 0 , 0
FRST1009.ART, 0 , 0 , 0
FRST1109.ART, 0 , 0 , 0
FRST1209.ART, 0 , 0 , 0
FRST1309.ART, 0 , 0 , 0
FRST1409.ART, 0 , 0 , 0
FRST1509.ART, 0 , 0 , 0
FRST1609.ART, 0 , 0 , 0
FRST1709.ART, 0 , 0 , 0
FRST1809.ART, 0 , 0 , 0
*-----------------------------*
FRST0110.ART, 0 , 0 , 0
FRST0210.ART, 0 , 0 , 0
FRST0310.ART, 0 , 0 , 0
FRST0410.ART, 0 , 0 , 0
